,WATER_SYSTEM_NUMBER,WATER_SYSTEM_NAME,CITY,COUNTY,ZIPCODE,CLASSIFICATION,POPULATION,SERVICE_CONNECTIONS,REGULATING_AGENCY,VIOLATION_NUMBER,VIOLATION_TYPE_NAME,ANALYTE_NAME,RESULT,MCL,VIOL_BEGIN_DATE,VIOL_END_DATE,ENF_ACTION_NUMBER,ENF_ACTION_ISSUE_DATE,ENF_ACTION_TYPE_ISSUED,viol_duration,respose_time,issue_action_time,NUM_ACTIVE_ISSUES
5615,CA5000086,COUNTRYSIDE MHP,TURLOCK,STANISLAUS,95382,COMMUNITY,60,44,LPA80 - STANISLAUS COUNTY,1580004,"MCL,  AVERAGE",ARSENIC,0.012 MG/L,0.010 MG/L,2015-07-01,2015-09-30,1280001,2012-07-09,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1087.0,1178.0,14
5616,CA5000086,COUNTRYSIDE MHP,TURLOCK,STANISLAUS,95382,COMMUNITY,60,44,LPA80 - STANISLAUS COUNTY,1680001,"MCL,  AVERAGE",ARSENIC,0.011 MG/L,0.010 MG/L,2015-10-01,2016-12-31,1280001,2012-07-09,FORMAL ENFORCEMENT ACTION ISSUED,457.0,-1179.0,1636.0,15
5617,CA5000086,COUNTRYSIDE MHP,TURLOCK,STANISLAUS,95382,COMMUNITY,60,44,LPA80 - STANISLAUS COUNTY,1680002,"MCL,  AVERAGE",ARSENIC,0.011 MG/L,0.010 MG/L,2016-01-01,2016-03-31,1280001,2012-07-09,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-1271.0,1361.0,15
5618,CA5000086,COUNTRYSIDE MHP,TURLOCK,STANISLAUS,95382,COMMUNITY,60,44,LPA80 - STANISLAUS COUNTY,1680003,"MCL,  AVERAGE",ARSENIC,0.012 MG/L,0.010 MG/L,2016-04-01,2016-06-30,1280001,2012-07-09,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-1362.0,1452.0,16
5619,CA5000086,COUNTRYSIDE MHP,TURLOCK,STANISLAUS,95382,COMMUNITY,60,44,LPA80 - STANISLAUS COUNTY,1680004,"MCL,  AVERAGE",ARSENIC,0.012 MG/L,0.010 MG/L,2016-07-01,2016-09-30,1280001,2012-07-09,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1453.0,1544.0,17
5620,CA5000086,COUNTRYSIDE MHP,TURLOCK,STANISLAUS,95382,COMMUNITY,60,44,LPA80 - STANISLAUS COUNTY,9780002,"MCL,  AVERAGE",ARSENIC,0.011 MG/L,0.010 MG/L,2016-10-01,2016-12-31,1280001,2012-07-09,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1545.0,1636.0,18
5621,CA5000086,COUNTRYSIDE MHP,TURLOCK,STANISLAUS,95382,COMMUNITY,60,44,LPA80 - STANISLAUS COUNTY,9780003,"MCL,  AVERAGE",ARSENIC,0.011 MG/L,0.010 MG/L,2017-01-01,2017-03-31,1280001,2012-07-09,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-1637.0,1726.0,20
5622,CA5000086,COUNTRYSIDE MHP,TURLOCK,STANISLAUS,95382,COMMUNITY,60,44,LPA80 - STANISLAUS COUNTY,9780004,"MCL,  AVERAGE",ARSENIC,0.011 MG/L,0.010 MG/L,2017-10-01,2017-12-31,9780002,2017-07-11,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-82.0,173.0,22
5623,CA5000086,COUNTRYSIDE MHP,TURLOCK,STANISLAUS,95382,COMMUNITY,60,44,LPA80 - STANISLAUS COUNTY,9780005,"MCL,  AVERAGE",ARSENIC,0.011 MG/L,0.010 MG/L,2017-04-01,2017-06-30,9780002,2017-07-11,FORMAL ENFORCEMENT ACTION ISSUED,90.0,101.0,-11.0,21
5624,CA5000086,COUNTRYSIDE MHP,TURLOCK,STANISLAUS,95382,COMMUNITY,60,44,LPA80 - STANISLAUS COUNTY,9780006,"MCL,  AVERAGE",ARSENIC,0.011 MG/L,0.010 MG/L,2018-01-01,2018-03-31,9780002,2017-07-11,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-174.0,263.0,23
5625,CA5000086,COUNTRYSIDE MHP,TURLOCK,STANISLAUS,95382,COMMUNITY,60,44,LPA80 - STANISLAUS COUNTY,9780007,"MCL,  AVERAGE",ARSENIC,0.011 MG/L,0.010 MG/L,2018-04-01,2018-06-30,9780002,2017-07-11,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-264.0,354.0,24
5626,CA5000086,COUNTRYSIDE MHP,TURLOCK,STANISLAUS,95382,COMMUNITY,60,44,LPA80 - STANISLAUS COUNTY,9780008,"MCL,  AVERAGE",ARSENIC,0.012 MG/L,0.010 MG/L,2018-07-01,2018-09-30,9780002,2017-07-11,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-355.0,446.0,25
5627,CA5000086,COUNTRYSIDE MHP,TURLOCK,STANISLAUS,95382,COMMUNITY,60,44,LPA80 - STANISLAUS COUNTY,9780009,"MCL,  AVERAGE",ARSENIC,0.012 MG/L,0.010 MG/L,2018-10-01,2018-12-31,9780002,2017-07-11,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-447.0,538.0,26
5628,CA5000090,RIVERVIEW MOBILE HOME ESTATES,MODESTO,STANISLAUS,95357,COMMUNITY,250,175,LPA80 - STANISLAUS COUNTY,1680001,"MCL,  AVERAGE",COMBINED URANIUM,21.1 PCI/L,20 PCI/L,2016-01-01,2016-03-31,1680001,2016-05-09,FORMAL ENFORCEMENT ACTION ISSUED,90.0,129.0,-39.0,0
5629,CA5000090,RIVERVIEW MOBILE HOME ESTATES,MODESTO,STANISLAUS,95357,COMMUNITY,250,175,LPA80 - STANISLAUS COUNTY,1680002,"MCL, SINGLE SAMPLE",COMBINED URANIUM,23 PCI/L,20 PCI/L,2016-04-01,2016-06-30,1680001,2016-05-09,FORMAL ENFORCEMENT ACTION ISSUED,90.0,38.0,52.0,1
5630,CA5000090,RIVERVIEW MOBILE HOME ESTATES,MODESTO,STANISLAUS,95357,COMMUNITY,250,175,LPA80 - STANISLAUS COUNTY,1680003,"MCL,  AVERAGE",COMBINED URANIUM,21 PCI/L,20 PCI/L,2016-07-01,2016-09-30,1680001,2016-05-09,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-53.0,144.0,2
5631,CA5000090,RIVERVIEW MOBILE HOME ESTATES,MODESTO,STANISLAUS,95357,COMMUNITY,250,175,LPA80 - STANISLAUS COUNTY,1680004,"MCL,  AVERAGE",COMBINED URANIUM,25 PCI/L,20 PCI/L,2018-10-01,2018-12-31,1680001,2016-05-09,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-875.0,966.0,3
5632,CA5000116,ROSELAWN HIGH SCHOOL,TURLOCK,STANISLAUS,95380,NON-TRANSIENT NON-COMMUNITY,223,5,LPA80 - STANISLAUS COUNTY,9780004,"MCL,  AVERAGE",COMBINED URANIUM,29 PCI/L,20 PCI/L,2017-01-01,2017-03-31,9780005,2017-03-15,FORMAL ENFORCEMENT ACTION ISSUED,89.0,73.0,16.0,0
5633,CA5000116,ROSELAWN HIGH SCHOOL,TURLOCK,STANISLAUS,95380,NON-TRANSIENT NON-COMMUNITY,223,5,LPA80 - STANISLAUS COUNTY,9780005,"MCL,  AVERAGE",COMBINED URANIUM,26 PCI/L,20 PCI/L,2017-07-01,2017-09-30,9780005,2017-03-15,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-108.0,199.0,2
5634,CA5000116,ROSELAWN HIGH SCHOOL,TURLOCK,STANISLAUS,95380,NON-TRANSIENT NON-COMMUNITY,223,5,LPA80 - STANISLAUS COUNTY,9780006,"MCL,  AVERAGE",COMBINED URANIUM,30 PCI/L,20 PCI/L,2017-04-01,2017-06-30,9780005,2017-03-15,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-17.0,107.0,1
5635,CA5000116,ROSELAWN HIGH SCHOOL,TURLOCK,STANISLAUS,95380,NON-TRANSIENT NON-COMMUNITY,223,5,LPA80 - STANISLAUS COUNTY,9780007,"MCL,  AVERAGE",COMBINED URANIUM,24 PCI/L,20 PCI/L,2017-10-01,2017-12-31,9780005,2017-03-15,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-200.0,291.0,3
5636,CA5000116,ROSELAWN HIGH SCHOOL,TURLOCK,STANISLAUS,95380,NON-TRANSIENT NON-COMMUNITY,223,5,LPA80 - STANISLAUS COUNTY,9780008,"MCL,  AVERAGE",COMBINED URANIUM,25 PCI/L,20 PCI/L,2018-01-01,2018-03-31,9780005,2017-03-15,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-292.0,381.0,4
5637,CA5000116,ROSELAWN HIGH SCHOOL,TURLOCK,STANISLAUS,95380,NON-TRANSIENT NON-COMMUNITY,223,5,LPA80 - STANISLAUS COUNTY,9780009,"MCL,  AVERAGE",COMBINED URANIUM,27 PCI/L,20 PCI/L,2018-04-01,2018-06-30,9780005,2017-03-15,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-382.0,472.0,5
5638,CA5000116,ROSELAWN HIGH SCHOOL,TURLOCK,STANISLAUS,95380,NON-TRANSIENT NON-COMMUNITY,223,5,LPA80 - STANISLAUS COUNTY,9780010,"MCL,  AVERAGE",COMBINED URANIUM,27 PCI/L,20 PCI/L,2018-07-01,2018-09-30,9780005,2017-03-15,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-473.0,564.0,6
5639,CA5000116,ROSELAWN HIGH SCHOOL,TURLOCK,STANISLAUS,95380,NON-TRANSIENT NON-COMMUNITY,223,5,LPA80 - STANISLAUS COUNTY,9780011,"MCL,  AVERAGE",COMBINED URANIUM,28 PCI/L,20 PCI/L,2018-10-01,2018-12-31,9780005,2017-03-15,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-565.0,656.0,7
5640,CA5000217,FAITH HOME TEEN RANCH,CERES,STANISLAUS,95307,COMMUNITY,50,7,LPA80 - STANISLAUS COUNTY,1280002,"MCL, SINGLE SAMPLE",NITRATE,56.4 MG/L,45 MG/L,2012-01-01,2012-03-31,1380001,2013-05-08,FORMAL ENFORCEMENT ACTION ISSUED,90.0,493.0,-403.0,0
5641,CA5000217,FAITH HOME TEEN RANCH,CERES,STANISLAUS,95307,COMMUNITY,50,7,LPA80 - STANISLAUS COUNTY,1280003,"MCL, SINGLE SAMPLE",NITRATE,48 MG/L,45 MG/L,2012-07-01,2012-09-30,1380001,2013-05-08,FORMAL ENFORCEMENT ACTION ISSUED,91.0,311.0,-220.0,1
5642,CA5000217,FAITH HOME TEEN RANCH,CERES,STANISLAUS,95307,COMMUNITY,50,7,LPA80 - STANISLAUS COUNTY,1380001,"MCL, SINGLE SAMPLE",NITRATE,61.6 MG/L,45 MG/L,2013-01-01,2013-03-31,1380001,2013-05-08,FORMAL ENFORCEMENT ACTION ISSUED,89.0,127.0,-38.0,3
5643,CA5000217,FAITH HOME TEEN RANCH,CERES,STANISLAUS,95307,COMMUNITY,50,7,LPA80 - STANISLAUS COUNTY,1380002,"MCL, SINGLE SAMPLE",NITRATE,54 MG/L,45 MG/L,2012-10-01,2012-12-01,1380001,2013-05-08,FORMAL ENFORCEMENT ACTION ISSUED,61.0,219.0,-158.0,2
5644,CA5000217,FAITH HOME TEEN RANCH,CERES,STANISLAUS,95307,COMMUNITY,50,7,LPA80 - STANISLAUS COUNTY,1380003,"MCL, SINGLE SAMPLE",NITRATE,49.9 MG/L,45 MG/L,2013-04-01,2013-06-30,1380001,2013-05-08,FORMAL ENFORCEMENT ACTION ISSUED,90.0,37.0,53.0,4
5645,CA5000217,FAITH HOME TEEN RANCH,CERES,STANISLAUS,95307,COMMUNITY,50,7,LPA80 - STANISLAUS COUNTY,1380004,"MCL, SINGLE SAMPLE",NITRATE,50 MG/L,45 MG/L,2013-07-01,2013-09-30,1380001,2013-05-08,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-54.0,145.0,5
5646,CA5000217,FAITH HOME TEEN RANCH,CERES,STANISLAUS,95307,COMMUNITY,50,7,LPA80 - STANISLAUS COUNTY,1480001,"MCL, SINGLE SAMPLE",NITRATE,47.5 MG/L,45 MG/L,2013-10-01,2013-12-31,1380001,2013-05-08,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-146.0,237.0,6
5647,CA5000218,COUNTRY VILLA APTS,HUGHSON,STANISLAUS,95326,COMMUNITY,30,23,LPA80 - STANISLAUS COUNTY,1280002,"MCL,  AVERAGE",ARSENIC,0.021 MG/L,0.010 MG/L,2012-01-01,2012-03-31,1380001,2013-05-02,FORMAL ENFORCEMENT ACTION ISSUED,90.0,487.0,-397.0,0
5648,CA5000218,COUNTRY VILLA APTS,HUGHSON,STANISLAUS,95326,COMMUNITY,30,23,LPA80 - STANISLAUS COUNTY,1280003,"MCL,  AVERAGE",ARSENIC,0.019 MG/L,0.010 MG/L,2012-04-01,2012-06-30,1380001,2013-05-02,FORMAL ENFORCEMENT ACTION ISSUED,90.0,396.0,-306.0,1
5649,CA5000218,COUNTRY VILLA APTS,HUGHSON,STANISLAUS,95326,COMMUNITY,30,23,LPA80 - STANISLAUS COUNTY,1280004,"MCL,  AVERAGE",ARSENIC,0.021 MG/L,0.010 MG/L,2012-07-01,2012-09-30,1380001,2013-05-02,FORMAL ENFORCEMENT ACTION ISSUED,91.0,305.0,-214.0,2
5650,CA5000218,COUNTRY VILLA APTS,HUGHSON,STANISLAUS,95326,COMMUNITY,30,23,LPA80 - STANISLAUS COUNTY,1380001,"MCL,  AVERAGE",ARSENIC,0.022 MG/L,0.010 MG/L,2012-10-01,2012-12-31,1380001,2013-05-02,FORMAL ENFORCEMENT ACTION ISSUED,91.0,213.0,-122.0,3
5651,CA5000218,COUNTRY VILLA APTS,HUGHSON,STANISLAUS,95326,COMMUNITY,30,23,LPA80 - STANISLAUS COUNTY,1380002,"MCL,  AVERAGE",ARSENIC,0.022 MG/L,0.010 MG/L,2013-01-01,2013-03-31,1380001,2013-05-02,FORMAL ENFORCEMENT ACTION ISSUED,89.0,121.0,-32.0,4
5652,CA5000218,COUNTRY VILLA APTS,HUGHSON,STANISLAUS,95326,COMMUNITY,30,23,LPA80 - STANISLAUS COUNTY,1380003,"MCL,  AVERAGE",ARSENIC,0.024 MG/L,0.010 MG/L,2013-04-01,2013-06-30,1380001,2013-05-02,FORMAL ENFORCEMENT ACTION ISSUED,90.0,31.0,59.0,5
5653,CA5000218,COUNTRY VILLA APTS,HUGHSON,STANISLAUS,95326,COMMUNITY,30,23,LPA80 - STANISLAUS COUNTY,1380004,"MCL,  AVERAGE",ARSENIC,0.024 MG/L,0.010 MG/L,2013-07-01,2013-09-30,1380001,2013-05-02,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-60.0,151.0,6
5654,CA5000218,COUNTRY VILLA APTS,HUGHSON,STANISLAUS,95326,COMMUNITY,30,23,LPA80 - STANISLAUS COUNTY,1480001,"MCL,  AVERAGE",ARSENIC,0.024 MG/L,0.010 MG/L,2013-10-01,2013-12-31,1380001,2013-05-02,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-152.0,243.0,7
5655,CA5000218,COUNTRY VILLA APTS,HUGHSON,STANISLAUS,95326,COMMUNITY,30,23,LPA80 - STANISLAUS COUNTY,1480002,"MCL,  AVERAGE",ARSENIC,0.023 MG/L,0.010 MG/L,2014-01-01,2014-03-31,1380001,2013-05-02,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-244.0,333.0,8
5656,CA5000218,COUNTRY VILLA APTS,HUGHSON,STANISLAUS,95326,COMMUNITY,30,23,LPA80 - STANISLAUS COUNTY,1480003,"MCL,  AVERAGE",ARSENIC,0.021 MG/L,0.010 MG/L,2014-04-01,2014-06-30,1380001,2013-05-02,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-334.0,424.0,9
5657,CA5000218,COUNTRY VILLA APTS,HUGHSON,STANISLAUS,95326,COMMUNITY,30,23,LPA80 - STANISLAUS COUNTY,1480004,"MCL,  AVERAGE",ARSENIC,0.021 MG/L,0.010 MG/L,2014-07-01,2014-09-30,1380001,2013-05-02,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-425.0,516.0,10
5658,CA5000218,COUNTRY VILLA APTS,HUGHSON,STANISLAUS,95326,COMMUNITY,30,23,LPA80 - STANISLAUS COUNTY,1580001,"MCL,  AVERAGE",ARSENIC,0.02 MG/L,0.010 MG/L,2014-10-01,2014-12-31,1380001,2013-05-02,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-517.0,608.0,11
5659,CA5000218,COUNTRY VILLA APTS,HUGHSON,STANISLAUS,95326,COMMUNITY,30,23,LPA80 - STANISLAUS COUNTY,1580002,"MCL,  AVERAGE",ARSENIC,0.02 MG/L,0.010 MG/L,2015-01-01,2015-03-31,1380001,2013-05-02,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-609.0,698.0,12
5660,CA5000218,COUNTRY VILLA APTS,HUGHSON,STANISLAUS,95326,COMMUNITY,30,23,LPA80 - STANISLAUS COUNTY,1580003,"MCL,  AVERAGE",ARSENIC,0.021 MG/L,0.010 MG/L,2015-04-01,2015-06-30,1380001,2013-05-02,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-699.0,789.0,13
5661,CA5000218,COUNTRY VILLA APTS,HUGHSON,STANISLAUS,95326,COMMUNITY,30,23,LPA80 - STANISLAUS COUNTY,1580004,"MCL,  AVERAGE",ARSENIC,0.021 MG/L,0.010 MG/L,2015-07-01,2015-09-30,1380001,2013-05-02,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-790.0,881.0,14
5662,CA5000218,COUNTRY VILLA APTS,HUGHSON,STANISLAUS,95326,COMMUNITY,30,23,LPA80 - STANISLAUS COUNTY,1680001,"MCL,  AVERAGE",ARSENIC,0.022 MG/L,0.010 MG/L,2015-10-01,2015-12-31,1380001,2013-05-02,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-882.0,973.0,15
5663,CA5000218,COUNTRY VILLA APTS,HUGHSON,STANISLAUS,95326,COMMUNITY,30,23,LPA80 - STANISLAUS COUNTY,1680002,"MCL,  AVERAGE",ARSENIC,0.022 MG/L,0.010 MG/L,2016-01-01,2016-03-31,1380001,2013-05-02,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-974.0,1064.0,16
5664,CA5000218,COUNTRY VILLA APTS,HUGHSON,STANISLAUS,95326,COMMUNITY,30,23,LPA80 - STANISLAUS COUNTY,1680003,"MCL,  AVERAGE",ARSENIC,0.021 MG/L,0.010 MG/L,2016-04-01,2016-06-30,1380001,2013-05-02,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-1065.0,1155.0,17
5665,CA5000218,COUNTRY VILLA APTS,HUGHSON,STANISLAUS,95326,COMMUNITY,30,23,LPA80 - STANISLAUS COUNTY,1680004,"MCL,  AVERAGE",ARSENIC,0.021 MG/L,0.010 MG/L,2016-07-01,2016-09-30,1380001,2013-05-02,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1156.0,1247.0,18
5666,CA5000218,COUNTRY VILLA APTS,HUGHSON,STANISLAUS,95326,COMMUNITY,30,23,LPA80 - STANISLAUS COUNTY,9880003,"MCL,  AVERAGE",ARSENIC,0.021 MG/L,0.010 MG/L,2016-10-01,2016-12-31,1380001,2013-05-02,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1248.0,1339.0,19
5667,CA5000218,COUNTRY VILLA APTS,HUGHSON,STANISLAUS,95326,COMMUNITY,30,23,LPA80 - STANISLAUS COUNTY,9880004,"MCL,  AVERAGE",ARSENIC,0.021 MG/L,0.010 MG/L,2017-01-01,2017-03-31,1380001,2013-05-02,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-1340.0,1429.0,20
5668,CA5000218,COUNTRY VILLA APTS,HUGHSON,STANISLAUS,95326,COMMUNITY,30,23,LPA80 - STANISLAUS COUNTY,9880006,"MCL,  AVERAGE",ARSENIC,0.020 MG/L,0.010 MG/L,2017-07-01,2017-09-30,1380001,2013-05-02,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1521.0,1612.0,22
5669,CA5000218,COUNTRY VILLA APTS,HUGHSON,STANISLAUS,95326,COMMUNITY,30,23,LPA80 - STANISLAUS COUNTY,9880007,"MCL,  AVERAGE",ARSENIC,0.021 MG/L,0.010 MG/L,2017-04-01,2017-06-30,1380001,2013-05-02,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-1430.0,1520.0,21
5670,CA5000218,COUNTRY VILLA APTS,HUGHSON,STANISLAUS,95326,COMMUNITY,30,23,LPA80 - STANISLAUS COUNTY,9880008,"MCL,  AVERAGE",ARSENIC,0.020 MG/L,0.010 MG/L,2017-10-01,2017-12-31,1380001,2013-05-02,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1613.0,1704.0,23
5671,CA5000218,COUNTRY VILLA APTS,HUGHSON,STANISLAUS,95326,COMMUNITY,30,23,LPA80 - STANISLAUS COUNTY,9880009,"MCL,  AVERAGE",ARSENIC,0.020 MG/L,0.010 MG/L,2018-01-01,2018-03-31,1380001,2013-05-02,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-1705.0,1794.0,24
5672,CA5000218,COUNTRY VILLA APTS,HUGHSON,STANISLAUS,95326,COMMUNITY,30,23,LPA80 - STANISLAUS COUNTY,9880010,"MCL,  AVERAGE",ARSENIC,0.022 MG/L,0.010 MG/L,2018-04-01,2018-06-30,1380001,2013-05-02,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-1795.0,1885.0,25
5673,CA5000218,COUNTRY VILLA APTS,HUGHSON,STANISLAUS,95326,COMMUNITY,30,23,LPA80 - STANISLAUS COUNTY,9880011,"MCL,  AVERAGE",ARSENIC,0.022 MG/L,0.010 MG/L,2018-07-01,2018-09-30,1380001,2013-05-02,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1886.0,1977.0,26
5674,CA5000218,COUNTRY VILLA APTS,HUGHSON,STANISLAUS,95326,COMMUNITY,30,23,LPA80 - STANISLAUS COUNTY,9880012,"MCL,  AVERAGE",ARSENIC,0.022 MG/L,0.010 MG/L,2018-10-01,2018-12-31,1380001,2013-05-02,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1978.0,2069.0,27
5675,CA5000295,SHILOH SCHOOL DISTRICT,MODESTO,STANISLAUS,95358,NON-TRANSIENT NON-COMMUNITY,105,7,LPA80 - STANISLAUS COUNTY,1180003,"MCL,  AVERAGE",NITRATE,15 MG/L,10 MG/L,2018-01-01,2018-03-31,1180003,2018-01-26,FORMAL ENFORCEMENT ACTION ISSUED,89.0,25.0,64.0,0
5676,CA5000295,SHILOH SCHOOL DISTRICT,MODESTO,STANISLAUS,95358,NON-TRANSIENT NON-COMMUNITY,105,7,LPA80 - STANISLAUS COUNTY,1180004,"MCL, SINGLE SAMPLE",NITRATE,15 MG/L,10 MG/L,2018-04-01,2018-06-30,1180003,2018-01-26,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-65.0,155.0,1
5677,CA5000295,SHILOH SCHOOL DISTRICT,MODESTO,STANISLAUS,95358,NON-TRANSIENT NON-COMMUNITY,105,7,LPA80 - STANISLAUS COUNTY,1180005,"MCL, SINGLE SAMPLE",NITRATE,14 MG/L,10 MG/L,2018-07-01,2018-09-30,1180003,2018-01-26,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-156.0,247.0,2
5678,CA5000295,SHILOH SCHOOL DISTRICT,MODESTO,STANISLAUS,95358,NON-TRANSIENT NON-COMMUNITY,105,7,LPA80 - STANISLAUS COUNTY,1180006,"MCL, SINGLE SAMPLE",NITRATE,13 MG/L,10 MG/L,2018-10-01,2018-12-31,1180003,2018-01-26,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-248.0,339.0,3
5679,CA5000297,BUEHNER HOUSES,VERNALIS,STANISLAUS,95385,COMMUNITY,25,13,LPA80 - STANISLAUS COUNTY,1380001,"MCL,  AVERAGE",ARSENIC,0.011 MG/L,0.010 MG/L,2013-01-01,2013-03-31,1380001,2013-05-01,FORMAL ENFORCEMENT ACTION ISSUED,89.0,120.0,-31.0,0
5680,CA5000297,BUEHNER HOUSES,VERNALIS,STANISLAUS,95385,COMMUNITY,25,13,LPA80 - STANISLAUS COUNTY,1380002,"MCL,  AVERAGE",ARSENIC,0.011 MG/L,0.010 MG/L,2013-04-01,2013-06-30,1380001,2013-05-01,FORMAL ENFORCEMENT ACTION ISSUED,90.0,30.0,60.0,1
5681,CA5000297,BUEHNER HOUSES,VERNALIS,STANISLAUS,95385,COMMUNITY,25,13,LPA80 - STANISLAUS COUNTY,1380003,"MCL,  AVERAGE",ARSENIC,0.011 MG/L,0.010 MG/L,2013-07-01,2013-09-30,1380001,2013-05-01,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-61.0,152.0,2
5682,CA5000297,BUEHNER HOUSES,VERNALIS,STANISLAUS,95385,COMMUNITY,25,13,LPA80 - STANISLAUS COUNTY,1480001,"MCL,  AVERAGE",ARSENIC,0.011 MG/L,0.010 MG/L,2013-10-01,2013-12-31,1380001,2013-05-01,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-153.0,244.0,3
5683,CA5010007,HILLSVIEW HOMES,MODESTO,STANISLAUS,95358,COMMUNITY,887,230,DISTRICT 10 - STOCKTON,9910011,STATE PRIMARY MCL VIOL - NOT CR6,"1,2,3-TRICHLOROPROPANE",.008 UG/L,0.005 UG/L,2018-04-01,2018-06-30,9810011,2018-06-12,FORMAL ENFORCEMENT ACTION ISSUED,90.0,72.0,18.0,0
5684,CA5010008,"HUGHSON, CITY OF",HUGHSON,STANISLAUS,95326,COMMUNITY,6082,2065,DISTRICT 10 - STOCKTON,9810002,"MCL,  AVERAGE",ARSENIC,0.012 MG/L,0.010 MG/L,2013-01-01,2013-03-31,910024,2009-01-05,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-1457.0,1546.0,4
5685,CA5010008,"HUGHSON, CITY OF",HUGHSON,STANISLAUS,95326,COMMUNITY,6082,2065,DISTRICT 10 - STOCKTON,9810003,"MCL,  AVERAGE",ARSENIC,0.0138 MG/L,0.010 MG/L,2013-04-01,2013-06-30,910024,2009-01-05,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-1547.0,1637.0,5
5686,CA5010008,"HUGHSON, CITY OF",HUGHSON,STANISLAUS,95326,COMMUNITY,6082,2065,DISTRICT 10 - STOCKTON,9810004,"MCL,  AVERAGE",ARSENIC,0.0135 MG/L,0.010 MG/L,2013-07-01,2013-09-30,910024,2009-01-05,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1638.0,1729.0,6
5687,CA5010008,"HUGHSON, CITY OF",HUGHSON,STANISLAUS,95326,COMMUNITY,6082,2065,DISTRICT 10 - STOCKTON,9810005,"MCL,  AVERAGE",ARSENIC,0.0122 MG/L,0.010 MG/L,2013-10-01,2013-12-31,910024,2009-01-05,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1730.0,1821.0,7
5688,CA5010008,"HUGHSON, CITY OF",HUGHSON,STANISLAUS,95326,COMMUNITY,6082,2065,DISTRICT 10 - STOCKTON,9810006,"MCL,  AVERAGE",ARSENIC,0.012 MG/L,0.010 MG/L,2012-01-01,2012-03-31,910024,2009-01-05,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-1091.0,1181.0,0
5689,CA5010008,"HUGHSON, CITY OF",HUGHSON,STANISLAUS,95326,COMMUNITY,6082,2065,DISTRICT 10 - STOCKTON,9810007,"MCL,  AVERAGE",ARSENIC,0.013 MG/L,0.010 MG/L,2012-04-01,2012-06-30,910024,2009-01-05,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-1182.0,1272.0,1
